816, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВИПРО", "ООО ВИПРО", 7726417140, 5177746219899, null, "62.01", "Разработка компьютерного программного обеспечения"
817, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЗАЩИТАИНФОТРАНС", null, 7726431218, 1187746477170, null, "62.01", "Разработка компьютерного программного обеспечения"
818, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЮЛ-КОМНЕТ", "ООО ЮЛ-КОМНЕТ", 7751059120, 1177746820778, null, "62.01", "Разработка компьютерного программного обеспечения"
819, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОНИТОР СОФТ", "ООО МОНИТОР СОФТ", 7724013649, 1027700173511, "www.monitorsoft.ru", "62.01", "Разработка компьютерного программного обеспечения"
820, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛЬНЫЕ ЭМОЦИОНАЛЬНЫЕ ТЕХНОЛОГИИ", "ООО СЭТ", 7724378382, 1167746779254, null, "62.01", "Разработка компьютерного программного обеспечения"
821, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПАЛЛАДА", "ООО ПАЛЛАДА", 7724377050, 1167746749972, null, "62.01", "Разработка компьютерного программного обеспечения"
822, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОЛОС", "ООО ТОЛОС", 7743196490, 1177746200390, null, "62.01", "Разработка компьютерного программного обеспечения"
823, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНТЕЛЛЕКТ", "ООО ИНТЕЛЛЕКТ", 7707709796, 1097746500752, null, "62.01", "Разработка компьютерного программного обеспечения"
824, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОНБИК", "ООО ОНБИК", 7706432742, 1167746083779, null, "62.01", "Разработка компьютерного программного обеспечения"
825, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРАДПРОЕКТ", "ООО ГРАДПРОЕКТ", 7709496857, 1167746639488, null, "62.01", "Разработка компьютерного программного обеспечения"
826, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН", "ООО СОФТЛАЙН", 7743261580, 1187746578140, null, "62.01", "Разработка компьютерного программного обеспечения"
827, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВАРИАНТ-ИТ", "ООО ВАРИАНТ-ИТ", 7726527833, 1057748261449, null, "62.01", "Разработка компьютерного программного обеспечения"
828, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СМАРТ РАКУН", "ООО СР", 7725270293, 1157746356272, "mentalvirus.ru", "62.01", "Разработка компьютерного программного обеспечения"
829, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КБ-257", "ООО КБ-257", 7725295114, 5157746025696, null, "62.01", "Разработка компьютерного программного обеспечения"
830, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДИЛЯВЕР ТЕХНОЛОДЖИ", "ООО ДИЛЯВЕР ТЕХНОЛОДЖИ", 7725563388, 1067746335580, "www.snegovik.ru", "62.01", "Разработка компьютерного программного обеспечения"
831, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РАБЛЗ", "ООО РАБЛЗ", 7725806256, 1137746959900, "www.rubbles.ru", "62.01", "Разработка компьютерного программного обеспечения"
832, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОТФОР", "ООО ЛОТФОР", 7709989010, 1177746148106, null, "62.01", "Разработка компьютерного программного обеспечения"
833, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРИНКЛЕВЕР", "ООО ГРИНКЛЕВЕР", 7724856039, 1127747212174, "innerauto.ru", "62.01", "Разработка компьютерного программного обеспечения"
834, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНФОРМ-МЕДИА", "ООО ИНФОРМ-МЕДИА", 7743877813, 1137746091966, null, "62.01", "Разработка компьютерного программного обеспечения"
835, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВЕЛГАРД", "ООО ВЕЛГАРД", 7743715812, 5087746488803, null, "62.01", "Разработка компьютерного программного обеспечения"
836, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХНОЛОГИИ КОМФОРТА", "ООО ТЕХНОЛОГИИ КОМФОРТА", 7704439630, 1177746804608, null, "62.01", "Разработка компьютерного программного обеспечения"
837, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕГАПРОД", "ООО МЕГАПРОД", 7707416944, 1187746659110, null, "62.01", "Разработка компьютерного программного обеспечения"
838, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ БИЗНЕСА", "ООО ИТБ", 7714995587, 1177746570396, null, "62.01", "Разработка компьютерного программного обеспечения"
839, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВИВАТ-ПЛЮС", "ООО ВИВАТ-ПЛЮС", 7726394333, 5167746508694, null, "62.01", "Разработка компьютерного программного обеспечения"
840, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТВЕР-ЦЕНТР", "ООО СОФТВЕР-ЦЕНТР", 7710261183, 1027739861566, "www.rarus.ru", "62.01", "Разработка компьютерного программного обеспечения"
841, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НЬЮ-ТРЕЙД", "ООО НЬЮ-ТРЕЙД", 7751024417, 1167746658683, null, "62.01", "Разработка компьютерного программного обеспечения"
842, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕРВИС ЦЕНТР", "ООО СЕРВИС ЦЕНТР", 7751024777, 1167746693597, null, "62.01", "Разработка компьютерного программного обеспечения"
843, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНТЕГРА ТРЕЙД", "ООО ИНТЕГРА ТРЕЙД", 7751032947, 5167746417889, null, "62.01", "Разработка компьютерного программного обеспечения"
844, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОНСТРУКТИВ", "ООО КОНСТРУКТИВ", 7751034503, 5167746508166, null, "62.01", "Разработка компьютерного программного обеспечения"
845, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭЛСИТ", "ООО ЭЛСИТ", 7725346270, 5167746482976, null, "62.01", "Разработка компьютерного программного обеспечения"
846, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НЕОКОНСАЛТ", "ООО НЕОКОНСАЛТ", 7724813356, 1117746944248, null, "62.01", "Разработка компьютерного программного обеспечения"
847, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОБЛАЧНАЯ ЛОГИСТИКА", "ООО ОБЛАЧНАЯ ЛОГИСТИКА", 7725320554, 1167746569847, "logistcloud.ru", "62.01", "Разработка компьютерного программного обеспечения"
848, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОПЫТНО-КОНСТРУКТОРСКОЕ БЮРО УЛЕЙ", "ООО ОКБ УЛЕЙ", 7725809553, 5137746092611, null, "62.01", "Разработка компьютерного программного обеспечения"
849, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НИФЕЛЬ", "ООО НИФЕЛЬ", 7709978089, 5167746258873, null, "62.01", "Разработка компьютерного программного обеспечения"
850, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РУГИКС", "ООО РУГИКС", 7707356597, 5157746141790, null, "62.01", "Разработка компьютерного программного обеспечения"
851, "АКЦИОНЕРНОЕ ОБЩЕСТВО ЦЕНТРАЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО АВТОМАТИЗИРОВАННОЙ СИСТЕМЫ УПРАВЛЕНИЯ", "АО ЦКБ АСУ", 7723007466, 1027739553291, "www.ckbasu.ru", "62.01", "Разработка компьютерного программного обеспечения"
852, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРАЙМ", "ООО ПРАЙМ", 7725380730, 1177746611459, null, "62.01", "Разработка компьютерного программного обеспечения"
853, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРУППА КОМПАНИЙ МИХАЙЛОВ И ПАРТНЕРЫ", "ООО ГРУППА КОМПАНИЙ МИХАЙЛОВ И ПАРТНЕРЫ", 7713145097, 1027700485020, "private-banking-portal.ru", "62.01", "Разработка компьютерного программного обеспечения"
854, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИРКВАРТИР.РУ", "ООО МИРКВАРТИР.РУ", 7725365481, 1177746326053, null, "62.01", "Разработка компьютерного программного обеспечения"
855, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НОВА-СТАР", "ООО НОВА-СТАР", 7725361871, 1177746254003, null, "62.01", "Разработка компьютерного программного обеспечения"
856, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛАБИКОМ", "ООО ЛАБИКОМ", 7701356223, 5147746228548, null, "62.01", "Разработка компьютерного программного обеспечения"
857, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КСЕОН", "ООО КСЕОН", 7713402509, 1157746733451, null, "62.01", "Разработка компьютерного программного обеспечения"
858, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЦЕНТР СПРУТ-Т", "ООО ЦЕНТР СПРУТ-Т", 7734220468, 1037739346590, "www.sprut.ru", "62.01", "Разработка компьютерного программного обеспечения"
859, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛАБОРАТОРИЯ ПО ИЗВЛЕЧЕНИЮ ИНФОРМАЦИИ", "ООО ЛАБОРАТОРИЯ ПО ИЗВЛЕЧЕНИЮ ИНФОРМАЦИИ", 7723740345, 1097746780614, null, "62.01", "Разработка компьютерного программного обеспечения"
860, "АКЦИОНЕРНОЕ ОБЩЕСТВО АПСТРИМ СОЛЮШЕНС", "АО АПСТРИМ СОЛЮШЕНС", 7704313002, 1157746325681, null, "62.01", "Разработка компьютерного программного обеспечения"
861, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНТЕРАКТИВНОЕ ЦИФРОВОЕ ТЕЛЕВИДЕНИЕ", "ООО ЦТВИ", 7714380914, 1167746309796, "smotrinashe.ru", "62.01", "Разработка компьютерного программного обеспечения"
862, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕЛЕПАТ", "ООО ТЕЛЕПАТ", 7707380751, 1177746243146, null, "62.01", "Разработка компьютерного программного обеспечения"
863, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СМАРТ КОНСАЛТ", "ООО СМАРТ КОНСАЛТ", 7702801540, 1127747113042, null, "62.01", "Разработка компьютерного программного обеспечения"
864, "ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АГЕНТСТВО ПРИКЛАДНЫХ НАУЧНЫХ ПРОЕКТОВ", "ЗАО АПНП", 7710874920, 1107746801612, null, "62.01", "Разработка компьютерного программного обеспечения"
865, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОНСТРУКТОР УЧЕТА", "ООО КОНСТРУКТОР УЧЕТА", 7707729376, 1107746550757, null, "62.01", "Разработка компьютерного программного обеспечения"
866, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АРКАНИТ", "ООО АРКАНИТ", 7726342913, 1157746534660, "fitconsultant.ru", "62.01", "Разработка компьютерного программного обеспечения"
867, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРИК-СОФТ", "ООО ТРИК-СОФТ", 7716569383, 1077746286595, null, "62.01", "Разработка компьютерного программного обеспечения"
868, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРУППА АЛТЭЙ", "ООО ГРУППА АЛТЭЙ", 7715711661, 1087746948981, "altey.ru", "62.01", "Разработка компьютерного программного обеспечения"
869, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ", "ООО УКИТ", 7703737619, 1117746106026, null, "62.01", "Разработка компьютерного программного обеспечения"
870, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭЙВИК", "ООО ЭЙВИК", 7708824030, 5147746260866, "s2f.ru", "62.01", "Разработка компьютерного программного обеспечения"
871, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДАРГОР", "ООО ДАРГОР", 7709498999, 1167746726840, null, "62.01", "Разработка компьютерного программного обеспечения"
872, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БЛЭК КЭТ", "ООО БЛЭК КЭТ", 7707788928, 1127747109115, null, "62.01", "Разработка компьютерного программного обеспечения"
873, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛАБОРАТОРИЯ ИНТЕРАКТИВНОГО ДИЗАЙНА", "ООО ЛАБОРАТОРИЯ ИНТЕРАКТИВНОГО ДИЗАЙНА", 7722615782, 1077757417605, null, "62.01", "Разработка компьютерного программного обеспечения"
874, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЙТИ СЕРВИС ГАРАНТ", "ООО АЙТИ СЕРВИС ГАРАНТ", 7713242559, 1027739473464, "legalru.ru", "62.01", "Разработка компьютерного программного обеспечения"
875, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНТЭРНЕШНЛ ГРУПП", "ООО ИНТЕРНЕШНЛ ГРУПП", 7709971044, 1167746770663, null, "62.01", "Разработка компьютерного программного обеспечения"
876, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОТСЕРВИС", "ООО ЛОТСЕРВИС", 7725390576, 1177746884743, null, "62.01", "Разработка компьютерного программного обеспечения"
877, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГЛОБАЛ СЕКЬЮРИТИ ЦЕНТР", "ООО ГСЦ", 7708325697, 1177746934771, null, "62.01", "Разработка компьютерного программного обеспечения"
878, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНФОСИСТЕМС", "ООО ИНФОСИСТЕМС", 7714598935, 1057746735760, null, "62.01", "Разработка компьютерного программного обеспечения"
879, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЙ-КЬЮ ХОСТ", "ООО АЙ-КЬЮ ХОСТ", 7707700923, 1097746161248, null, "62.01", "Разработка компьютерного программного обеспечения"
880, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БУХ-С", "ООО БУХ-С", 7707285071, 1037739756163, null, "62.01", "Разработка компьютерного программного обеспечения"
881, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВИКТО-Л", "ООО ВИКТО-Л", 7714967389, 1177746010683, null, "62.01", "Разработка компьютерного программного обеспечения"
882, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПОСТАВКА-ОПТ", "ООО ПОСТАВКА-ОПТ", 7714968463, 1177746036016, null, "62.01", "Разработка компьютерного программного обеспечения"
883, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЕВ ТЕХНОЛОДЖИ", "ООО АЕВ ТЕХНОЛОДЖИ", 7734409262, 5177746312233, null, "62.01", "Разработка компьютерного программного обеспечения"
884, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОНИКС", "ООО ОНИКС", 7708274971, 5157746123684, null, "62.01", "Разработка компьютерного программного обеспечения"
885, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СМАРТ МАНКИЗ", "ООО СМАРТ МАНКИЗ", 7743264341, 1187746655359, null, "62.01", "Разработка компьютерного программного обеспечения"
886, "ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АВАЛАНЧ", "ЗАО АВАЛАНЧ", 7705974245, 5117746061945, null, "62.01", "Разработка компьютерного программного обеспечения"
887, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕДИАПЛЮС", "ООО МЕДИАПЛЮС", 7705958243, 1117746618164, null, "62.01", "Разработка компьютерного программного обеспечения"
888, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АДВ ВЕБ-ИНЖИНИРИНГ", "ООО АДВ ВЕБ-ИНЖИНИРИНГ", 7702544830, 1047796900612, "www.adv.ru", "62.01", "Разработка компьютерного программного обеспечения"
889, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИННОВА-МЕДИА", "ООО ИННОВА-МЕДИА", 7701746135, 1077760566289, "innovamedia.ru", "62.01", "Разработка компьютерного программного обеспечения"
890, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОСТАНТ", "ООО КОСТАНТ", 7714971579, 1177746099805, null, "62.01", "Разработка компьютерного программного обеспечения"
891, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА МЕГАР", "ООО ФИРМА МЕГАР", 7704421343, 1177746562465, null, "62.01", "Разработка компьютерного программного обеспечения"
892, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛЕКСОНТ", "ООО ЛЕКСОНТ", 7708294745, 1167746639015, null, "62.01", "Разработка компьютерного программного обеспечения"
893, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АФК СТРАТЕГИЯ", "ООО АФК СТРАТЕГИЯ", 7704414353, 1177746494529, null, "62.01", "Разработка компьютерного программного обеспечения"
894, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ШОППИЛОТ", "ООО ШОППИЛОТ", 7702809130, 1137746144788, "infomi24.ru", "62.01", "Разработка компьютерного программного обеспечения"
895, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НЦ КУРАС", "ООО НЦ КУРАС", 7702839872, 1147746681477, null, "62.01", "Разработка компьютерного программного обеспечения"
896, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕРВИС ТРЕЙД", "ООО СЕРВИС ТРЕЙД", 7707385654, 1177746528926, null, "62.01", "Разработка компьютерного программного обеспечения"
897, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЛПЕКС", "ООО АЛПЕКС", 7708319051, 1177746537759, null, "62.01", "Разработка компьютерного программного обеспечения"
898, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БСС-БЕЗОПАСНОСТЬ", "ООО БСС-БЕЗОПАСНОСТЬ", 7726677268, 1117746423090, "bss-s.ru", "62.01", "Разработка компьютерного программного обеспечения"
899, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТУДИЯ МУЛЬТИМЕДИА ТЕХНОЛОГИЙ КУБ", "ООО СМТ КУБ", 7718274628, 1157746849017, "smt-cube.ru", "62.01", "Разработка компьютерного программного обеспечения"
900, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХКЛУБ-08", "ООО ТЕХКЛУБ-08", 7727682990, 1097746029237, null, "62.01", "Разработка компьютерного программного обеспечения"
901, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САЙТЕХ", "ООО САЙТЕХ", 7718674753, 1077762459422, "helpforall.ru", "62.01", "Разработка компьютерного программного обеспечения"
902, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АВАНСБАЛАНС", "ООО АВАНСБАЛАНС", 7724383833, 1167746914609, null, "62.01", "Разработка компьютерного программного обеспечения"
903, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЦЕНТР КГР", "ООО ЦЕНТР КГР", 7736683366, 5147746264529, "kantrisoft.ru", "62.01", "Разработка компьютерного программного обеспечения"
904, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РАССОН", "ООО РАССОН", 7709971252, 1167746779144, null, "62.01", "Разработка компьютерного программного обеспечения"
905, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БИТ ГАДЖЕТС", "ООО БИТ ГАДЖЕТС", 7708261517, 1157746629347, null, "62.01", "Разработка компьютерного программного обеспечения"
906, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛИНФОСИСТЕМС", "ООО ЛИНФОСИСТЕМС", 7715608960, 1067746808030, "www.lean4systems.ru", "62.01", "Разработка компьютерного программного обеспечения"
907, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СИСТЕМА-РАЗВИТИЕ", "ООО СИСТЕМА-РАЗВИТИЕ", 7709988841, 1177746142914, "sistema-razvitie.ru", "62.01", "Разработка компьютерного программного обеспечения"
908, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САМАРКАНД", "ООО САМАРКАНД", 7708322181, 1177746694135, null, "62.01", "Разработка компьютерного программного обеспечения"
909, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЛЬТРУМ", "ООО АЛЬТРУМ", 7701870742, 1107746232593, null, "62.01", "Разработка компьютерного программного обеспечения"
910, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНТЕНС. РУ", "ООО ИНТЕНС. РУ", 7701713429, 5077746435597, "intense.ru", "62.01", "Разработка компьютерного программного обеспечения"
911, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОГРУС.РУ", "ООО ЛОГРУС.РУ", 7706203340, 1027700469301, null, "62.01", "Разработка компьютерного программного обеспечения"
912, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИТ ОБСЛУЖИВАНИЕ БИЗНЕСА", "ООО ИТ ОБСЛУЖИВАНИЕ БИЗНЕСА", 7702844583, 5147746024663, null, "62.01", "Разработка компьютерного программного обеспечения"
913, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕББИА КОНСАЛТИНГ", "ООО СЕББИА КОНСАЛТИНГ", 7704337444, 5157746099396, null, "62.01", "Разработка компьютерного программного обеспечения"
914, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТ СРЕДА", "ООО ИНВЕСТ СРЕДА", 7707848623, 5147746330419, null, "62.01", "Разработка компьютерного программного обеспечения"
915, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭКСПЕРТНО-ИНВЕСТИЦИОННЫЙ КОНСАЛТИНГ МБГ", "ООО ЭИК МБГ", 7701883942, 1107746564507, "codafair.ru", "62.01", "Разработка компьютерного программного обеспечения"
916, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТНЕО", "ООО СОФТНЕО", 7701399065, 1147746699044, null, "62.01", "Разработка компьютерного программного обеспечения"
917, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПАРМАЛОГИКА", "ООО ПАРМАЛОГИКА", 7708287441, 1167746343654, "parmagroup.ru", "62.01", "Разработка компьютерного программного обеспечения"
918, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРЭСТ-ГРУП", "ООО ТРЭСТ-ГРУП", 7714405238, 1167746778363, null, "62.01", "Разработка компьютерного программного обеспечения"
919, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЙ-ВОЛГА", "ООО АЙ-ВОЛГА", 7713427768, 1177746070248, "aivolga.ru", "62.01", "Разработка компьютерного программного обеспечения"
920, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРАНТ-ТУР", "ООО ГРАНТ-ТУР", 7714960030, 5167746356223, null, "62.01", "Разработка компьютерного программного обеспечения"
921, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЕКЛЕФТ-ПРОЕКТЫ", "ООО ЕКЛЕФТ-ПРОЕКТЫ", 7713405228, 1157746891720, null, "62.01", "Разработка компьютерного программного обеспечения"
922, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНТЕЛЛЕКТУАЛЬНЫЕ СИСТЕМЫ БИЗНЕСА - ИНЖИНИРИНГ", "ООО ИСБ-ИНЖИНИРИНГ", 7706811797, 1147746776682, null, "62.01", "Разработка компьютерного программного обеспечения"
923, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АТТОН ГРУП", "ООО АТТОН ГРУП", 7703430377, 1177746691308, null, "62.01", "Разработка компьютерного программного обеспечения"
